"","final_sitename","latitude.dd.","longitude.dd.","survey_rep","year","final_classification","percent_cover","rank_overall"
"628","Terrace Point",36.9486319,-122.06453,1,2003,"ralfsiaceae",0.744,17
"629","Terrace Point",36.9486319,-122.06453,1,2003,"anthopleura elegantissima",0.744,23
"630","Terrace Point",36.9486319,-122.06453,1,2003,"petrocelis spp",0.5208,12
"631","Terrace Point",36.9486319,-122.06453,1,2003,"silvetia compressa",0.372,13
"632","Terrace Point",36.9486319,-122.06453,1,2003,"mastocarpus papillatus",0.2976,14
"633","Terrace Point",36.9486319,-122.06453,1,2003,"phyllospadix scouleri",0.1488,15
"634","Terrace Point",36.9486319,-122.06453,1,2003,"corallina spp",0.0744,3
"635","Point Pinos",36.6378148,-121.93745,1,2007,"rock",26.087,1
"636","Point Pinos",36.6378148,-121.93745,1,2007,"corallina spp",9.0839,3
"637","Point Pinos",36.6378148,-121.93745,1,2007,"endocladia muricata",8.5404,5
"638","Point Pinos",36.6378148,-121.93745,1,2007,"mytilus californianus",5.9006,2
"639","Point Pinos",36.6378148,-121.93745,1,2007,"mastocarpus papillatus",4.3478,14
"640","Point Pinos",36.6378148,-121.93745,1,2007,"mazzaella cordata/splendens",3.8043,11
"641","Point Pinos",36.6378148,-121.93745,1,2007,"petrocelis spp",2.4068,12
"642","Point Pinos",36.6378148,-121.93745,1,2007,"encrusting coralline",2.0186,7
"643","Point Pinos",36.6378148,-121.93745,1,2007,"chthamalus spp",1.4752,4
"644","Point Pinos",36.6378148,-121.93745,1,2007,"balanus glandula",0.7764,6
"645","Point Pinos",36.6378148,-121.93745,1,2007,"chondracanthus canaliculatus",0.4658,9
"646","Point Pinos",36.6378148,-121.93745,1,2007,"phyllospadix scouleri",0.1553,15
"647","Point Pinos",36.6378148,-121.93745,1,2007,"ralfsiaceae",0.0776,17
"648","Hopkins",36.621017,-121.90701,1,2003,"rock",25.7143,1
"649","Hopkins",36.621017,-121.90701,1,2003,"endocladia muricata",13.3333,5
"650","Hopkins",36.621017,-121.90701,1,2003,"mastocarpus papillatus",12.8205,14
"651","Hopkins",36.621017,-121.90701,1,2003,"petrocelis spp",9.8901,12
"652","Hopkins",36.621017,-121.90701,1,2003,"encrusting coralline",3.8828,7
"653","Hopkins",36.621017,-121.90701,1,2003,"corallina spp",2.7106,3
"654","Hopkins",36.621017,-121.90701,1,2003,"mytilus californianus",2.1978,2
"655","Hopkins",36.621017,-121.90701,1,2003,"phyllospadix scouleri",1.4652,15
"656","Hopkins",36.621017,-121.90701,1,2003,"chthamalus spp",1.3919,4
"657","Hopkins",36.621017,-121.90701,1,2003,"silvetia compressa",1.0256,13
"658","Hopkins",36.621017,-121.90701,1,2003,"balanus glandula",0.5861,6
"659","Hopkins",36.621017,-121.90701,1,2003,"mazzaella cordata/splendens",0.4396,11
"660","Hopkins",36.621017,-121.90701,1,2003,"chondracanthus canaliculatus",0.3663,9
"661","Hopkins",36.621017,-121.90701,1,2003,"ralfsiaceae",0.293,17
"662","Hopkins",36.621017,-121.90701,1,2003,"phyllospadix torreyi",0.2198,8
"663","Hopkins",36.621017,-121.90701,1,2003,"sand",0.2198,10
"664","Hopkins",36.621017,-121.90701,1,2003,"anthopleura elegantissima",0.0733,23
"665","China Rocks",36.6056781,-121.95976,1,2007,"mastocarpus papillatus",24.5214,14
"666","China Rocks",36.6056781,-121.95976,1,2007,"rock",14.1384,1
"667","China Rocks",36.6056781,-121.95976,1,2007,"petrocelis spp",7.0692,12
"668","China Rocks",36.6056781,-121.95976,1,2007,"mazzaella cordata/splendens",5.3756,11
"669","China Rocks",36.6056781,-121.95976,1,2007,"endocladia muricata",3.9764,5
"670","China Rocks",36.6056781,-121.95976,1,2007,"silvetia compressa",3.8292,13
"671","China Rocks",36.6056781,-121.95976,1,2007,"chthamalus spp",3.0928,4
"672","China Rocks",36.6056781,-121.95976,1,2007,"chondracanthus canaliculatus",3.0928,9
"673","China Rocks",36.6056781,-121.95976,1,2007,"phyllospadix torreyi",1.4728,8
"674","China Rocks",36.6056781,-121.95976,1,2007,"encrusting coralline",1.2518,7
"675","China Rocks",36.6056781,-121.95976,1,2007,"corallina spp",0.8837,3
"676","China Rocks",36.6056781,-121.95976,1,2007,"fucus spp",0.5891,22
"677","China Rocks",36.6056781,-121.95976,1,2007,"balanus glandula",0.3682,6
"678","China Rocks",36.6056781,-121.95976,1,2007,"phyllospadix scouleri",0.3682,15
"679","China Rocks",36.6056781,-121.95976,1,2007,"mytilus californianus",0.2946,2
"680","China Rocks",36.6056781,-121.95976,1,2007,"anthopleura elegantissima",0.0736,23
"681","Stillwater",36.5609262,-121.94044,1,2001,"rock",29.5669,1
"682","Stillwater",36.5609262,-121.94044,1,2001,"mytilus californianus",10.6717,2
"683","Stillwater",36.5609262,-121.94044,1,2001,"endocladia muricata",8.4118,5
"684","Stillwater",36.5609262,-121.94044,1,2001,"corallina spp",5.9636,3
"685","Stillwater",36.5609262,-121.94044,1,2001,"encrusting coralline",4.8964,7
"686","Stillwater",36.5609262,-121.94044,1,2001,"petrocelis spp",3.9548,12
"687","Stillwater",36.5609262,-121.94044,1,2001,"chthamalus spp",3.1387,4
"688","Stillwater",36.5609262,-121.94044,1,2001,"balanus glandula",2.1343,6
"689","Stillwater",36.5609262,-121.94044,1,2001,"mastocarpus papillatus",1.5694,14
"690","Stillwater",36.5609262,-121.94044,1,2001,"mazzaella cordata/splendens",1.3183,11
"691","Stillwater",36.5609262,-121.94044,1,2001,"anthopleura elegantissima",0.6277,23
"692","Stillwater",36.5609262,-121.94044,1,2001,"silvetia compressa",0.2511,13
"693","Stillwater",36.5609262,-121.94044,1,2001,"ralfsiaceae",0.2511,17
"694","Stillwater",36.5609262,-121.94044,1,2001,"phyllospadix scouleri",0.1883,15
"695","Stillwater",36.5609262,-121.94044,1,2001,"chondracanthus canaliculatus",0.0628,9
"696","Point Lobos",36.513215,-121.94421,1,2001,"rock",25.9343,1
"697","Point Lobos",36.513215,-121.94421,1,2001,"corallina spp",8.8335,3
"698","Point Lobos",36.513215,-121.94421,1,2001,"encrusting coralline",8.3805,7
"699","Point Lobos",36.513215,-121.94421,1,2001,"mazzaella cordata/splendens",7.0215,11
"700","Point Lobos",36.513215,-121.94421,1,2001,"endocladia muricata",5.0963,5
"701","Point Lobos",36.513215,-121.94421,1,2001,"ralfsiaceae",4.4168,17
"702","Point Lobos",36.513215,-121.94421,1,2001,"chondracanthus canaliculatus",3.8505,9
"703","Point Lobos",36.513215,-121.94421,1,2001,"petrocelis spp",3.624,12
"704","Point Lobos",36.513215,-121.94421,1,2001,"mytilus californianus",2.3783,2
"705","Point Lobos",36.513215,-121.94421,1,2001,"mastocarpus papillatus",1.5855,14
"706","Point Lobos",36.513215,-121.94421,1,2001,"anthopleura elegantissima",1.359,23
"707","Point Lobos",36.513215,-121.94421,1,2001,"phyllospadix scouleri",1.2458,15
"708","Point Lobos",36.513215,-121.94421,1,2001,"silvetia compressa",0.906,13
"709","Point Lobos",36.513215,-121.94421,1,2001,"fucus spp",0.3398,22
"710","Point Lobos",36.513215,-121.94421,1,2001,"chthamalus spp",0.1133,4
"711","Garrapata",36.4689286,-121.93433,1,2007,"rock",19.0865,1
"712","Garrapata",36.4689286,-121.93433,1,2007,"mytilus californianus",16.8842,2
"713","Garrapata",36.4689286,-121.93433,1,2007,"petrocelis spp",8.8091,12
"714","Garrapata",36.4689286,-121.93433,1,2007,"corallina spp",5.3018,3
"715","Garrapata",36.4689286,-121.93433,1,2007,"endocladia muricata",4.4861,5
"716","Garrapata",36.4689286,-121.93433,1,2007,"mazzaella cordata/splendens",3.3442,11
"717","Garrapata",36.4689286,-121.93433,1,2007,"chthamalus spp",3.2626,4
"718","Garrapata",36.4689286,-121.93433,1,2007,"encrusting coralline",1.7945,7
"719","Garrapata",36.4689286,-121.93433,1,2007,"balanus glandula",0.8157,6
"720","Garrapata",36.4689286,-121.93433,1,2007,"mastocarpus papillatus",0.7341,14
"721","Garrapata",36.4689286,-121.93433,1,2007,"anthopleura elegantissima",0.571,23
"722","Garrapata",36.4689286,-121.93433,1,2007,"silvetia compressa",0.0816,13
"723","Andrew Molera",36.2805985,-121.86316,1,2001,"rock",19.9208,1
"724","Andrew Molera",36.2805985,-121.86316,1,2001,"fucus spp",8.7153,22
"725","Andrew Molera",36.2805985,-121.86316,1,2001,"petrocelis spp",8.2626,12
"726","Andrew Molera",36.2805985,-121.86316,1,2001,"silvetia compressa",6.5648,13
"727","Andrew Molera",36.2805985,-121.86316,1,2001,"sand",4.8104,10
"728","Andrew Molera",36.2805985,-121.86316,1,2001,"mazzaella cordata/splendens",4.1879,11
"729","Andrew Molera",36.2805985,-121.86316,1,2001,"corallina spp",4.0181,3
"730","Andrew Molera",36.2805985,-121.86316,1,2001,"endocladia muricata",3.2258,5
"731","Andrew Molera",36.2805985,-121.86316,1,2001,"phyllospadix torreyi",3.2258,8
"732","Andrew Molera",36.2805985,-121.86316,1,2001,"chondracanthus canaliculatus",3.1692,9
"733","Andrew Molera",36.2805985,-121.86316,1,2001,"mastocarpus papillatus",3.056,14
"734","Andrew Molera",36.2805985,-121.86316,1,2001,"encrusting coralline",2.9428,7
"735","Andrew Molera",36.2805985,-121.86316,1,2001,"chthamalus spp",1.0187,4
"736","Andrew Molera",36.2805985,-121.86316,1,2001,"anthopleura elegantissima",0.5093,23
"737","Andrew Molera",36.2805985,-121.86316,1,2001,"mytilus californianus",0.4527,2
"738","Andrew Molera",36.2805985,-121.86316,1,2001,"phyllospadix scouleri",0.3962,15
"739","Andrew Molera",36.2805985,-121.86316,1,2001,"balanus glandula",0.0566,6
"740","Andrew Molera",36.2805985,-121.86316,1,2001,"ralfsiaceae",0.0566,17
"741","Partington Cove",36.1738774,-121.69662,1,2003,"mytilus californianus",16.4865,2
"742","Partington Cove",36.1738774,-121.69662,1,2003,"rock",14.8649,1
"743","Partington Cove",36.1738774,-121.69662,1,2003,"corallina spp",8.3108,3
"744","Partington Cove",36.1738774,-121.69662,1,2003,"encrusting coralline",5.0676,7
"745","Partington Cove",36.1738774,-121.69662,1,2003,"balanus glandula",2.8378,6
"746","Partington Cove",36.1738774,-121.69662,1,2003,"petrocelis spp",2.6351,12
"747","Partington Cove",36.1738774,-121.69662,1,2003,"mazzaella cordata/splendens",1.4189,11
"748","Partington Cove",36.1738774,-121.69662,1,2003,"semibalanus cariosus",1.2162,21
"749","Partington Cove",36.1738774,-121.69662,1,2003,"chthamalus spp",0.7432,4
"750","Partington Cove",36.1738774,-121.69662,1,2003,"ralfsiaceae",0.2703,17
"751","Partington Cove",36.1738774,-121.69662,1,2003,"endocladia muricata",0.1351,5
"752","Lucia",36.0143833,-121.5405,1,2004,"rock",29.1629,1
"753","Lucia",36.0143833,-121.5405,1,2004,"mytilus californianus",19.982,2
"754","Lucia",36.0143833,-121.5405,1,2004,"balanus glandula",6.1206,6
"755","Lucia",36.0143833,-121.5405,1,2004,"corallina spp",4.1404,3
"756","Lucia",36.0143833,-121.5405,1,2004,"semibalanus cariosus",3.1503,21
"757","Lucia",36.0143833,-121.5405,1,2004,"chthamalus spp",1.7102,4
"758","Lucia",36.0143833,-121.5405,1,2004,"phyllospadix scouleri",1.2601,15
"759","Lucia",36.0143833,-121.5405,1,2004,"ralfsiaceae",0.8101,17
"760","Lucia",36.0143833,-121.5405,1,2004,"encrusting coralline",0.5401,7
"761","Lucia",36.0143833,-121.5405,1,2004,"petrocelis spp",0.45,12
"762","Lucia",36.0143833,-121.5405,1,2004,"mazzaella cordata/splendens",0.27,11
"763","Lucia",36.0143833,-121.5405,1,2004,"endocladia muricata",0.09,5
"764","Lucia",36.0143833,-121.5405,1,2004,"mastocarpus papillatus",0.09,14
"765","Mill Creek",35.9797577,-121.49046,1,2001,"rock",32.233,1
"766","Mill Creek",35.9797577,-121.49046,1,2001,"endocladia muricata",10.7443,5
"767","Mill Creek",35.9797577,-121.49046,1,2001,"petrocelis spp",7.1197,12
"768","Mill Creek",35.9797577,-121.49046,1,2001,"mastocarpus papillatus",6.5372,14
"769","Mill Creek",35.9797577,-121.49046,1,2001,"corallina spp",5.3722,3
"770","Mill Creek",35.9797577,-121.49046,1,2001,"chthamalus spp",3.754,4
"771","Mill Creek",35.9797577,-121.49046,1,2001,"mytilus californianus",3.301,2
"772","Mill Creek",35.9797577,-121.49046,1,2001,"fucus spp",2.0712,22
"773","Mill Creek",35.9797577,-121.49046,1,2001,"mazzaella cordata/splendens",2.0065,11
"774","Mill Creek",35.9797577,-121.49046,1,2001,"phyllospadix scouleri",1.5534,15
"775","Mill Creek",35.9797577,-121.49046,1,2001,"ralfsiaceae",1.4239,17
"776","Mill Creek",35.9797577,-121.49046,1,2001,"encrusting coralline",1.2298,7
"777","Mill Creek",35.9797577,-121.49046,1,2001,"balanus glandula",0.8414,6
"778","Mill Creek",35.9797577,-121.49046,1,2001,"silvetia compressa",0.712,13
"779","Mill Creek",35.9797577,-121.49046,1,2001,"sand",0.5178,10
"780","Mill Creek",35.9797577,-121.49046,1,2001,"phyllospadix torreyi",0.4531,8
"781","Mill Creek",35.9797577,-121.49046,1,2001,"anthopleura elegantissima",0.1942,23
"782","Duck Pond",35.8591804,-121.42249,1,2003,"rock",41.8852,1
"783","Duck Pond",35.8591804,-121.42249,1,2003,"corallina spp",12.2951,3
"784","Duck Pond",35.8591804,-121.42249,1,2003,"mazzaella cordata/splendens",3.4426,11
"785","Duck Pond",35.8591804,-121.42249,1,2003,"encrusting coralline",2.0492,7
"786","Duck Pond",35.8591804,-121.42249,1,2003,"petrocelis spp",1.1475,12
"787","Duck Pond",35.8591804,-121.42249,1,2003,"ralfsiaceae",1.0656,17
"788","Duck Pond",35.8591804,-121.42249,1,2003,"chthamalus spp",0.6557,4
"789","Duck Pond",35.8591804,-121.42249,1,2003,"mastocarpus papillatus",0.4098,14
"790","Duck Pond",35.8591804,-121.42249,1,2003,"mytilus californianus",0.1639,2
"791","Point Sierra Nevada",35.7288309,-121.31842,1,2001,"rock",32,1
"792","Point Sierra Nevada",35.7288309,-121.31842,1,2001,"mytilus californianus",8.4828,2
"793","Point Sierra Nevada",35.7288309,-121.31842,1,2001,"endocladia muricata",6.8276,5
"794","Point Sierra Nevada",35.7288309,-121.31842,1,2001,"mazzaella cordata/splendens",4.7586,11
"795","Point Sierra Nevada",35.7288309,-121.31842,1,2001,"encrusting coralline",4.5517,7
"796","Point Sierra Nevada",35.7288309,-121.31842,1,2001,"corallina spp",4.4138,3
"797","Point Sierra Nevada",35.7288309,-121.31842,1,2001,"petrocelis spp",4,12
"798","Point Sierra Nevada",35.7288309,-121.31842,1,2001,"silvetia compressa",3.3793,13
"799","Point Sierra Nevada",35.7288309,-121.31842,1,2001,"mastocarpus papillatus",2.8276,14
"800","Point Sierra Nevada",35.7288309,-121.31842,1,2001,"balanus glandula",1.4483,6
"801","Point Sierra Nevada",35.7288309,-121.31842,1,2001,"phyllospadix scouleri",1.4483,15
"802","Point Sierra Nevada",35.7288309,-121.31842,1,2001,"chondracanthus canaliculatus",0.9655,9
"803","Point Sierra Nevada",35.7288309,-121.31842,1,2001,"chthamalus spp",0.6207,4
"804","Point Sierra Nevada",35.7288309,-121.31842,1,2001,"ralfsiaceae",0.1379,17
"805","Point Sierra Nevada",35.7288309,-121.31842,1,2001,"anthopleura elegantissima",0.069,23
"806","Piedras Blancas",35.6654541,-121.28672,1,2008,"rock",8.642,1
"807","Piedras Blancas",35.6654541,-121.28672,1,2008,"corallina spp",8.0933,3
"808","Piedras Blancas",35.6654541,-121.28672,1,2008,"endocladia muricata",7.6818,5
"809","Piedras Blancas",35.6654541,-121.28672,1,2008,"chthamalus spp",7.2702,4
"810","Piedras Blancas",35.6654541,-121.28672,1,2008,"mastocarpus papillatus",5.6241,14
"811","Piedras Blancas",35.6654541,-121.28672,1,2008,"mazzaella cordata/splendens",5.3498,11
"812","Piedras Blancas",35.6654541,-121.28672,1,2008,"chondracanthus canaliculatus",4.2524,9
"813","Piedras Blancas",35.6654541,-121.28672,1,2008,"mytilus californianus",4.1152,2
"814","Piedras Blancas",35.6654541,-121.28672,1,2008,"phyllospadix scouleri",3.8409,15
"815","Piedras Blancas",35.6654541,-121.28672,1,2008,"petrocelis spp",3.2922,12
"816","Piedras Blancas",35.6654541,-121.28672,1,2008,"silvetia compressa",3.0178,13
"817","Piedras Blancas",35.6654541,-121.28672,1,2008,"encrusting coralline",2.8807,7
"818","Piedras Blancas",35.6654541,-121.28672,1,2008,"anthopleura elegantissima",0.6859,23
"819","Piedras Blancas",35.6654541,-121.28672,1,2008,"fucus spp",0.5487,22
"820","Piedras Blancas",35.6654541,-121.28672,1,2008,"balanus glandula",0.2743,6
"821","Piedras Blancas",35.6654541,-121.28672,1,2008,"phyllospadix torreyi",0.2743,8
"822","San Simeon Point",35.6347183,-121.19561,1,2007,"rock",21.3475,1
"823","San Simeon Point",35.6347183,-121.19561,1,2007,"endocladia muricata",11.7335,5
"824","San Simeon Point",35.6347183,-121.19561,1,2007,"mazzaella cordata/splendens",7.1158,11
"825","San Simeon Point",35.6347183,-121.19561,1,2007,"petrocelis spp",5.9803,12
"826","San Simeon Point",35.6347183,-121.19561,1,2007,"corallina spp",3.8607,3
"827","San Simeon Point",35.6347183,-121.19561,1,2007,"chthamalus spp",3.5579,4
"828","San Simeon Point",35.6347183,-121.19561,1,2007,"silvetia compressa",3.4822,13
"829","San Simeon Point",35.6347183,-121.19561,1,2007,"phyllospadix scouleri",2.4224,15
"830","San Simeon Point",35.6347183,-121.19561,1,2007,"ralfsiaceae",2.1953,17
"831","San Simeon Point",35.6347183,-121.19561,1,2007,"mastocarpus papillatus",1.5897,14
"832","San Simeon Point",35.6347183,-121.19561,1,2007,"mytilus californianus",1.2112,2
"833","San Simeon Point",35.6347183,-121.19561,1,2007,"balanus glandula",0.9084,6
"834","San Simeon Point",35.6347183,-121.19561,1,2007,"encrusting coralline",0.9084,7
"835","San Simeon Point",35.6347183,-121.19561,1,2007,"anthopleura elegantissima",0.757,23
"836","San Simeon Point",35.6347183,-121.19561,1,2007,"fucus spp",0.4542,22
"837","San Simeon Point",35.6347183,-121.19561,1,2007,"chondracanthus canaliculatus",0.3028,9
"838","Vista del Mar",35.6043524,-121.14227,1,2008,"endocladia muricata",11.5735,5
"839","Vista del Mar",35.6043524,-121.14227,1,2008,"rock",11.3134,1
"840","Vista del Mar",35.6043524,-121.14227,1,2008,"phyllospadix scouleri",8.3225,15
"841","Vista del Mar",35.6043524,-121.14227,1,2008,"chthamalus spp",6.8921,4
"842","Vista del Mar",35.6043524,-121.14227,1,2008,"mytilus californianus",6.2419,2
"843","Vista del Mar",35.6043524,-121.14227,1,2008,"silvetia compressa",5.7217,13
"844","Vista del Mar",35.6043524,-121.14227,1,2008,"corallina spp",5.4616,3
"845","Vista del Mar",35.6043524,-121.14227,1,2008,"phyllospadix torreyi",5.0715,8
"846","Vista del Mar",35.6043524,-121.14227,1,2008,"petrocelis spp",4.8114,12
"847","Vista del Mar",35.6043524,-121.14227,1,2008,"mazzaella cordata/splendens",2.2107,11
"848","Vista del Mar",35.6043524,-121.14227,1,2008,"mastocarpus papillatus",2.2107,14
"849","Vista del Mar",35.6043524,-121.14227,1,2008,"chondracanthus canaliculatus",1.6905,9
"850","Vista del Mar",35.6043524,-121.14227,1,2008,"encrusting coralline",1.0403,7
"851","Vista del Mar",35.6043524,-121.14227,1,2008,"balanus glandula",0.9103,6
"852","Vista del Mar",35.6043524,-121.14227,1,2008,"anthopleura elegantissima",0.2601,23
"853","Vista del Mar",35.6043524,-121.14227,1,2008,"fucus spp",0.13,22
"854","Cambria",35.5403048,-121.09285,1,2001,"rock",31.9863,1
"855","Cambria",35.5403048,-121.09285,1,2001,"endocladia muricata",15.3671,5
"856","Cambria",35.5403048,-121.09285,1,2001,"silvetia compressa",10.8139,13
"857","Cambria",35.5403048,-121.09285,1,2001,"mastocarpus papillatus",6.6591,14
"858","Cambria",35.5403048,-121.09285,1,2001,"encrusting coralline",4.8378,7
"859","Cambria",35.5403048,-121.09285,1,2001,"petrocelis spp",4.6101,12
"860","Cambria",35.5403048,-121.09285,1,2001,"mazzaella cordata/splendens",3.4149,11
"861","Cambria",35.5403048,-121.09285,1,2001,"chthamalus spp",1.366,4
"862","Cambria",35.5403048,-121.09285,1,2001,"chondracanthus canaliculatus",1.0245,9
"863","Cambria",35.5403048,-121.09285,1,2001,"fucus spp",0.9676,22
"864","Cambria",35.5403048,-121.09285,1,2001,"corallina spp",0.9106,3
"865","Cambria",35.5403048,-121.09285,1,2001,"phyllospadix scouleri",0.5122,15
"866","Cambria",35.5403048,-121.09285,1,2001,"phyllospadix torreyi",0.3984,8
"867","Cambria",35.5403048,-121.09285,1,2001,"balanus glandula",0.2846,6
"868","Cambria",35.5403048,-121.09285,1,2001,"ralfsiaceae",0.0569,17
"869","Cambria",35.5403048,-121.09285,1,2001,"anthopleura elegantissima",0.0569,23
"870","Cayucos",35.4475532,-120.94984,1,2001,"rock",24.2686,1
"871","Cayucos",35.4475532,-120.94984,1,2001,"phyllospadix torreyi",23.9362,8
"872","Cayucos",35.4475532,-120.94984,1,2001,"encrusting coralline",7.1809,7
"873","Cayucos",35.4475532,-120.94984,1,2001,"endocladia muricata",5.7846,5
"874","Cayucos",35.4475532,-120.94984,1,2001,"corallina spp",4.3883,3
"875","Cayucos",35.4475532,-120.94984,1,2001,"phyllospadix scouleri",4.2553,15
"876","Cayucos",35.4475532,-120.94984,1,2001,"sand",3.9894,10
"877","Cayucos",35.4475532,-120.94984,1,2001,"mastocarpus papillatus",2.859,14
"878","Cayucos",35.4475532,-120.94984,1,2001,"petrocelis spp",2.5931,12
"879","Cayucos",35.4475532,-120.94984,1,2001,"chondracanthus canaliculatus",1.0638,9
"880","Cayucos",35.4475532,-120.94984,1,2001,"ralfsiaceae",1.0638,17
"881","Cayucos",35.4475532,-120.94984,1,2001,"mytilus californianus",0.9973,2
"882","Cayucos",35.4475532,-120.94984,1,2001,"silvetia compressa",0.7314,13
"883","Cayucos",35.4475532,-120.94984,1,2001,"chthamalus spp",0.266,4
"884","Cayucos",35.4475532,-120.94984,1,2001,"mazzaella cordata/splendens",0.1995,11
"885","Cayucos",35.4475532,-120.94984,1,2001,"fucus spp",0.0665,22
"886","Hazards",35.2896243,-120.88327,1,2001,"rock",9.772,1
"887","Hazards",35.2896243,-120.88327,1,2001,"petrocelis spp",8.3388,12
"888","Hazards",35.2896243,-120.88327,1,2001,"phyllospadix torreyi",5.7329,8
"889","Hazards",35.2896243,-120.88327,1,2001,"chondracanthus canaliculatus",5.1466,9
"890","Hazards",35.2896243,-120.88327,1,2001,"silvetia compressa",4.9511,13
"891","Hazards",35.2896243,-120.88327,1,2001,"corallina spp",4.5603,3
"892","Hazards",35.2896243,-120.88327,1,2001,"mazzaella cordata/splendens",4.2345,11
"893","Hazards",35.2896243,-120.88327,1,2001,"endocladia muricata",3.2573,5
"894","Hazards",35.2896243,-120.88327,1,2001,"mastocarpus papillatus",3.1922,14
"895","Hazards",35.2896243,-120.88327,1,2001,"encrusting coralline",2.7362,7
"896","Hazards",35.2896243,-120.88327,1,2001,"ralfsiaceae",2.0195,17
"897","Hazards",35.2896243,-120.88327,1,2001,"sand",1.4332,10
"898","Hazards",35.2896243,-120.88327,1,2001,"mytilus californianus",1.1726,2
"899","Hazards",35.2896243,-120.88327,1,2001,"chthamalus spp",1.0423,4
"900","Hazards",35.2896243,-120.88327,1,2001,"balanus glandula",0.7166,6
"901","Hazards",35.2896243,-120.88327,1,2001,"phyllospadix scouleri",0.5863,15
"902","Hazards",35.2896243,-120.88327,1,2001,"anthopleura elegantissima",0.1954,23
"903","Diablo",35.2264319,-120.87359,1,2008,"rock",31.5789,1
"904","Diablo",35.2264319,-120.87359,1,2008,"endocladia muricata",20.614,5
"905","Diablo",35.2264319,-120.87359,1,2008,"petrocelis spp",7.7485,12
"906","Diablo",35.2264319,-120.87359,1,2008,"corallina spp",6.1404,3
"907","Diablo",35.2264319,-120.87359,1,2008,"chthamalus spp",3.9474,4
"908","Diablo",35.2264319,-120.87359,1,2008,"mastocarpus papillatus",3.3626,14
"909","Diablo",35.2264319,-120.87359,1,2008,"encrusting coralline",2.924,7
"910","Diablo",35.2264319,-120.87359,1,2008,"mazzaella cordata/splendens",2.924,11
"911","Diablo",35.2264319,-120.87359,1,2008,"fucus spp",2.924,22
"912","Diablo",35.2264319,-120.87359,1,2008,"mytilus californianus",1.462,2
"913","Diablo",35.2264319,-120.87359,1,2008,"silvetia compressa",1.3158,13
"914","Diablo",35.2264319,-120.87359,1,2008,"anthopleura elegantissima",0.8772,23
"915","Diablo",35.2264319,-120.87359,1,2008,"phyllospadix scouleri",0.4386,15
"916","Diablo",35.2264319,-120.87359,1,2008,"chondracanthus canaliculatus",0.1462,9
"917","Shell Beach",35.1688344,-120.69675,1,2001,"rock",17.9054,1
"918","Shell Beach",35.1688344,-120.69675,1,2001,"endocladia muricata",11.6892,5
"919","Shell Beach",35.1688344,-120.69675,1,2001,"chthamalus spp",9.7297,4
"920","Shell Beach",35.1688344,-120.69675,1,2001,"phyllospadix torreyi",7.1622,8
"921","Shell Beach",35.1688344,-120.69675,1,2001,"ralfsiaceae",5,17
"922","Shell Beach",35.1688344,-120.69675,1,2001,"corallina spp",4.8649,3
"923","Shell Beach",35.1688344,-120.69675,1,2001,"chondracanthus canaliculatus",4.7973,9
"924","Shell Beach",35.1688344,-120.69675,1,2001,"petrocelis spp",3.9865,12
"925","Shell Beach",35.1688344,-120.69675,1,2001,"mazzaella cordata/splendens",3.4459,11
"926","Shell Beach",35.1688344,-120.69675,1,2001,"encrusting coralline",3.3784,7
"927","Shell Beach",35.1688344,-120.69675,1,2001,"mastocarpus papillatus",1.8919,14
"928","Shell Beach",35.1688344,-120.69675,1,2001,"silvetia compressa",0.7432,13
"929","Shell Beach",35.1688344,-120.69675,1,2001,"mytilus californianus",0.6757,2
"930","Shell Beach",35.1688344,-120.69675,1,2001,"balanus glandula",0.4054,6
"931","Shell Beach",35.1688344,-120.69675,1,2001,"sand",0.0676,10
"932","Shell Beach",35.1688344,-120.69675,1,2001,"phyllospadix scouleri",0.0676,15
"933","Stairs",34.7306177,-120.61516,1,2001,"rock",23.441,1
"934","Stairs",34.7306177,-120.61516,1,2001,"endocladia muricata",7.5131,5
"935","Stairs",34.7306177,-120.61516,1,2001,"mazzaella cordata/splendens",6.6116,11
"936","Stairs",34.7306177,-120.61516,1,2001,"ralfsiaceae",3.9068,17
"937","Stairs",34.7306177,-120.61516,1,2001,"corallina spp",3.7566,3
"938","Stairs",34.7306177,-120.61516,1,2001,"encrusting coralline",3.5312,7
"939","Stairs",34.7306177,-120.61516,1,2001,"mastocarpus papillatus",3.3058,14
"940","Stairs",34.7306177,-120.61516,1,2001,"phyllospadix torreyi",3.1555,8
"941","Stairs",34.7306177,-120.61516,1,2001,"silvetia compressa",3.1555,13
"942","Stairs",34.7306177,-120.61516,1,2001,"petrocelis spp",3.0053,12
"943","Stairs",34.7306177,-120.61516,1,2001,"chondracanthus canaliculatus",2.7047,9
"944","Stairs",34.7306177,-120.61516,1,2001,"mytilus californianus",1.2021,2
"945","Stairs",34.7306177,-120.61516,1,2001,"chthamalus spp",0.6762,4
"946","Stairs",34.7306177,-120.61516,1,2001,"sand",0.4508,10
"947","Stairs",34.7306177,-120.61516,1,2001,"phyllospadix scouleri",0.4508,15
"948","Stairs",34.7306177,-120.61516,1,2001,"fucus spp",0.4508,22
"949","Stairs",34.7306177,-120.61516,1,2001,"balanus glandula",0.3757,6
"950","Stairs",34.7306177,-120.61516,1,2001,"anthopleura elegantissima",0.3005,23
